Table,Description_table,Field,Description,Data Type,Length,Column,Date
F4105,Item Cost File,COURCD,User Reserved Code,String,2,12,2025-07-15 09:36:08.224336
F4105,Item Cost File,COURDT,User Reserved Date,Date,6,13,2025-07-15 09:36:08.224336
F4105,Item Cost File,COURAT,User Reserved Amount,Numeric,15,14,2025-07-15 09:36:08.224336
F4105,Item Cost File,COURAB,User Reserved Number,Numeric,8,15,2025-07-15 09:36:08.224336
F4105,Item Cost File,COURRF,User Reserved Reference,String,15,16,2025-07-15 09:36:08.224336
F4105,Item Cost File,COUSER,User ID,String,10,17,2025-07-15 09:36:08.224336
F4105,Item Cost File,COPID,Program ID,String,10,18,2025-07-15 09:36:08.224336
F4105,Item Cost File,COJOBN,Work Station ID,String,10,19,2025-07-15 09:36:08.224336
F4105,Item Cost File,COUPMJ,Date - Updated,Date,6,20,2025-07-15 09:36:08.224336
F4105,Item Cost File,COTDAY,Time of Day,Numeric,6,21,2025-07-15 09:36:08.224336
F4105,Item Cost File,COCCFL,Cost Changed Flag,Character,1,22,2025-07-15 09:36:08.224336
F4105,Item Cost File,COCRCS,Carrying Cost,Numeric,15,23,2025-07-15 09:36:08.224336
F4105,Item Cost File,COOSTC,Overstock Cost,Numeric,15,24,2025-07-15 09:36:08.224336
F4105,Item Cost File,COSTOC,Stockout Cost,Numeric,15,25,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPITM,Item Number - Short,Numeric,8,1,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPLITM,2nd Item Number,String,25,2,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPAITM,3rd Item Number,String,25,3,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPMCU,Business Unit,String,12,4,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPLOCN,Location,String,20,5,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPLOTN,Lot/Serial Number,String,30,6,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPAN8,Address Number,Numeric,8,7,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPIGID,Item Group Key ID,Numeric,8,8,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPCGID,Customer Group Key ID,Numeric,8,9,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPLOTG,Lot Grade,String,3,10,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPFRMP,From Potency,Numeric,7,11,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPCRCD,Currency Code - From,String,3,12,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPUOM,Unit of Measure as Input,String,2,13,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPEFTJ,Date - Effective,Date,6,14,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPEXDJ,Date - Expired,Date,6,15,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPUPRC,Amount - Price per Unit,Numeric,15,16,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPACRD,Amount - Credit Price,Numeric,15,17,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPBSCD,Basis Code,Character,1,18,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPLEDG,Cost Method,String,2,19,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPFVTR,Factor Value,Numeric,15,20,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPFRMN,Price Formula Name,String,10,21,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPURCD,User Reserved Code,String,2,22,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPURDT,User Reserved Date,Date,6,23,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPURAT,User Reserved Amount,Numeric,15,24,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPURAB,User Reserved Number,Numeric,8,25,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPURRF,User Reserved Reference,String,15,26,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPAPRS,Approval Status,Character,1,27,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPUSER,User ID,String,10,28,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPPID,Program ID,String,10,29,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPJOBN,Work Station ID,String,10,30,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPUPMJ,Date - Updated,Date,6,31,2025-07-15 09:36:08.224336
F4106,Item Base Price File,BPTDAY,Time of Day,Numeric,6,32,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEITM,Item Number - Short,Numeric,8,1,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IELITM,2nd Item Number,String,25,2,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEAITM,3rd Item Number,String,25,3,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEMMCU,Branch,String,12,4,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IELOCN,Location,String,20,5,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IELOTN,Lot/Serial Number,String,30,6,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IELEDG,Cost Method,String,2,7,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IECOST,Cost Component,String,3,8,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IELOTG,Lot Grade,String,3,9,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IESTDC,Amount - Frozen Cost,Numeric,15,10,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEXSMC,Amount - Simulated Mfg. Cost,Numeric,15,11,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IECSL,Amount - Frozen Cost Rollup,Numeric,15,12,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEXSCR,Amount - Simulated Cost Rollup,Numeric,15,13,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IESCTC,Factor Code - Frozen,String,4,14,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEXSFC,Factor Code - Simulated,String,4,15,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IESTFC,Factor - Frozen,Numeric,15,16,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEXSF,Factor - Simulated,Numeric,15,17,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IERATS,Rate Code - Frozen,String,4,18,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEXSRC,Rate Code - Simulated,String,4,19,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IERTSD,Rate - Frozen,Numeric,15,20,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEXSR,Rate - Simulated,Numeric,15,21,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEPFLG,Processing Flag,Character,1,22,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEUSER,User ID,String,10,23,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEPID,Program ID,String,10,24,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEJOBN,Work Station ID,String,10,25,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEUPMJ,Date - Updated,Date,6,26,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IETDAY,Time of Day,Numeric,6,27,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEOPSQ,Sequence Number - Operations,Numeric,5,28,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEMCUL,Alternate Work Center,String,12,29,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEWMCU,Workcenter Branch,String,12,30,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IELDA,Account Level of Detail,Character,1,31,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IETBM,Type Bill of Material,String,3,32,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEACQ,Quantity - Accounting Cost,Numeric,15,33,2025-07-15 09:36:08.224336
F30026,Item Cost Component Add-Ons,IEF,Detail Flag,Character,1,34,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRMATC,Type - Match Record Type,Character,1,1,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRAN8,Address Number,Numeric,8,2,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRKCOO,Order Company (Order Number),String,5,3,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRDOCO,Document (Order No  Invoice  etc.),Numeric,8,4,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRDCTO,Order Type,String,2,5,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRSFXO,Order Suffix,String,3,6,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRLNID,Line Number,Numeric,6,7,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRNLIN,Number of Lines,Numeric,5,8,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRALIN,Line - Associated,Numeric,5,9,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRRTBY,Written By Program,String,2,10,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRDMCT,Agreement Number - Distribution,String,12,11,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRDMCS,Agreement Supplement - Distribution,Numeric,3,12,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRBALU,Contract Balances Updated Y/N,Character,1,13,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRITM,Item Number - Short,Numeric,8,14,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRLITM,2nd Item Number,String,25,15,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRAITM,3rd Item Number,String,25,16,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRIMCU,Item Business Unit,String,12,17,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRLOCN,Location,String,20,18,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRLOTN,Lot/Serial Number,String,30,19,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRLOTG,Lot Grade,String,3,20,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRLOTP,Lot Potency,Numeric,15,21,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRVRMK,Supplier Remark,String,30,22,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRCNID,Container I.D.,String,20,23,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRNXTR,Status Code - Next,String,3,24,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRLTTR,Status Code - Last,String,3,25,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRTRDJ,Date - Order/Transaction,Date,6,26,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRRCDJ,Date - Received,Date,6,27,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRDRQJ,Date - Requested,Date,6,28,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRPDDJ,Date - Scheduled Pick,Date,6,29,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PROPDJ,Date - Original Promised Delivery,Date,6,30,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRRCD,Reason Code,String,3,31,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRVINV,Supplier Invoice Number,String,25,32,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRPTC,Payment Terms Code,String,3,33,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRPST,Pay Status Code,Character,1,34,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRLAND,Code - Landed Cost,Character,1,35,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRPRP5,Purchasing Category Code 5,String,3,36,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRLVLA,Level Cost,String,3,37,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRILOG,Code - Invoice Logging,Character,1,38,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRDLOG,Final Receipt Flag (Y or BLANK),Character,1,39,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRRTGC,Routing Process (Y/N),Character,1,40,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRRCPF,Leadtime Recalculated (Y/N),Character,1,41,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRAVCH,Code - Evaluated Receipt Settlement,Character,1,42,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRLNTY,Line Type,String,2,43,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRGLC,G/L Offset,String,4,44,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRMCU,Business Unit,String,12,45,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRCO,Company,String,5,46,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRAID,Account ID,String,8,47,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRANI,Account Number - Input (Mode Unknown),String,29,48,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PROMCU,Project Business Unit,String,12,49,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PROBJ,Object Account,String,6,50,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRSUB,Subsidiary,String,8,51,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRASID,Serial Number,String,25,52,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRSBL,Subledger - G/L,String,8,53,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRSBLT,Subledger Type,Character,1,54,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRKCO,Document Company,String,5,55,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRDOC,Document (Voucher  Invoice  etc.),Numeric,8,56,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRDCT,Document Type,String,2,57,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRSFX,Document Pay Item,String,3,58,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRDGL,Date - For G/L (and Voucher),Date,6,59,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRJELN,Journal Entry Line Number,Numeric,7,60,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRVANI,Account Number - Received Not Vouchered,String,29,61,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRTX,Purchasing Taxable (Y/N),Character,1,62,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PREXR1,Tax Expl Code 1,String,2,63,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRTXA1,Tax Rate/Area,String,10,64,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRUOM,Unit of Measure as Input,String,2,65,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRUORG,Units - Order/Transaction Quantity,Numeric,15,66,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRUPTD,Units - Paid to Date,Numeric,15,67,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRUOPN,Units - Open,Numeric,15,68,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRUREC,Units - Received,Numeric,15,69,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRUCLO,Units - Closed,Numeric,15,70,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRQTYS,Units - Stocked,Numeric,15,71,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRQTYR,Units - Returned,Numeric,15,72,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRQTYW,Units - Reworked,Numeric,15,73,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRQTYC,Units - Scrapped,Numeric,15,74,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRQTYJ,Units - Rejected,Numeric,15,75,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRQTYA,Units - Adjusted,Numeric,15,76,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRUOM3,Unit of Measure - Purchasing,String,2,77,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRPRRC,Amount - Unit Cost,Numeric,15,78,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRECST,Amount - Extended Cost,Numeric,15,79,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRAPTD,Amount - Paid to Date,Numeric,15,80,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRAOPN,Amount - Open,Numeric,15,81,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRAREC,Amount - Received,Numeric,15,82,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRACLO,Amount - Closed,Numeric,15,83,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRAVCO,Amount - Average Cost Difference,Numeric,15,84,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRVARC,Amount - Cost Variance,Numeric,15,85,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRCRCD,Currency Code - From,String,3,86,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRCRR,Currency Conversion Rate - Spot Rate,Numeric,15,87,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRFRRC,Amount - Foreign Unit Price,Numeric,15,88,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRFEC,Amount - Foreign Extended Cost,Numeric,15,89,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRFAP,Amount - Foreign Open,Numeric,15,90,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRFAPT,Amount - Foreign Amount Paid to Date,Numeric,15,91,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRFREC,Amount - Received Foreign,Numeric,15,92,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRFCLO,Amount - Foreign Closed,Numeric,15,93,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRURCD,User Reserved Code,String,2,94,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRURDT,User Reserved Date,Date,6,95,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRURAT,User Reserved Amount,Numeric,15,96,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRURAB,User Reserved Number,Numeric,8,97,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRURRF,User Reserved Reference,String,15,98,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRTORG,Transaction Originator,String,10,99,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRUSER,User ID,String,10,100,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRPID,Program ID,String,10,101,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRJOBN,Work Station ID,String,10,102,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRTERM,terminal identification,String,10,103,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRUPMJ,Date - Updated,Date,6,104,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRTDAY,Time of Day,Numeric,6,105,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRBCRC,Currency Code - Base,String,3,106,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRSTAM,Amount - Tax,Numeric,15,107,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRCTAM,Amount - Foreign Tax,Numeric,15,108,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRMACT,Multiple Accounts,Character,1,109,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRPLT,SSCC Number - Tare Level,String,18,110,2025-07-15 09:36:08.224336
F43121,Purchase Order Receiver File,PRPAK,SSCC Number - Pack Level,String,18,111,2025-07-15 09:36:08.224336
